,fold_1,fold_2,fold_3,fold_4,fold_5
2016-03-15 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-03-16 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-03-17 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-03-18 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-03-21 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-03-22 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-03-23 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-03-28 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-03-29 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-03-30 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-03-31 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-01 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-04 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-05 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-06 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-07 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-08 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-11 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-12 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-13 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-18 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-20 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-21 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-22 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-25 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-26 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-27 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-28 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-04-29 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-02 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-03 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-04 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-05 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-06 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-09 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-10 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-11 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-12 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-13 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-16 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-17 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-18 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-19 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-20 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-23 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-24 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-25 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-26 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-27 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-30 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-05-31 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-01 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-02 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-03 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-06 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-07 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-08 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-09 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-10 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-13 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-14 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-15 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-16 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-17 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-20 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-21 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-22 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-23 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-24 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-27 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-28 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-29 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-06-30 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-01 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-04 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-05 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-07 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-08 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-11 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-12 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-13 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-14 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-15 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-18 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-19 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-20 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-21 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-22 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-25 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-26 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-27 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-28 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-07-29 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-01 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-02 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-03 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-04 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-05 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-08 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-09 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-10 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-11 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-12 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-16 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-17 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-18 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-19 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-22 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-23 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-24 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-25 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-26 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-29 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-30 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-08-31 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-01 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-02 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-06 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-07 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-08 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-09 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-12 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-14 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-15 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-16 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-19 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-20 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-21 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-22 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-23 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-26 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-27 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-28 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-29 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-09-30 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-03 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-04 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-05 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-06 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-07 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-10 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-13 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-14 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-17 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-18 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-19 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-20 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-21 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-24 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-25 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-26 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-27 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-10-28 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-01 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-02 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-03 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-04 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-07 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-08 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-09 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-10 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-11 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-15 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-16 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-17 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-18 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-21 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-22 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-23 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-24 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-25 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-28 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-29 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-11-30 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-01 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-02 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-05 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-06 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-07 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-08 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-09 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-12 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-13 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-14 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-15 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-16 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-19 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-20 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-21 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-22 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-23 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-26 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-27 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-28 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-29 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2016-12-30 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-02 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-03 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-04 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-05 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-06 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-09 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-10 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-11 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-12 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-13 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-16 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-17 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-18 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-19 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-20 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-23 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-24 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-25 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-27 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-30 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-01-31 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-01 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-02 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-03 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-06 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-07 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-08 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-09 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-10 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-13 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-14 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-15 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-16 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-17 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-20 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-21 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-22 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-23 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-27 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-02-28 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-01 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-02 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-03 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-06 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-07 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-08 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-09 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-10 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-14 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-15 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-16 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-17 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-20 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-21 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-22 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-23 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-24 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-27 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-28 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-29 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-30 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-03-31 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-03 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-05 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-06 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-07 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-10 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-11 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-12 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-13 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-17 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-18 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-19 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-20 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-21 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-24 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-25 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-26 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-27 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-04-28 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-02 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-03 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-04 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-05 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-08 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-09 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-10 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-11 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-12 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-15 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-16 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-17 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-18 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-19 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-22 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-23 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-24 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-25 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-26 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2017-05-29 00:00:00+05:30,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
